00066 00004 00000 00000 00001 00000 00000 00000 00000 01399 01489 00013 00000 00000 00012 00000 00012 00000 00047 00456 00001 00356 00000 00000 00298 00000 00246 00000 00058 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00002 00000 00156 00000 00003 00000 01071 00639 00000 00249 00059 00567 00319 00000 00000 00212 00421 00167 00024 00000 00000 00000 00000 00025 00001 00208 00000 00191 00000 00006 00000 00000 00000 00000 00000 00823 00019 00211 00067 00244 00001 00000 00000 00910 00811 00409 00345 00254 
00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00007 00000 00000 00000 00000 00007 00001 00008 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 01999 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 
00003 00000 00001 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00012 00000 00000 00052 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00003 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00033 00000 00001 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 01143 00107 00000 00077 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00004 
00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00001 00000 00010 00000 00001 00028 00001 00002 00000 00000 00000 00000 00003 00000 00000 00000 00000 00000 00000 00115 00000 00000 00000 00000 00000 00000 00000 00000 00000 00018 00000 00000 00000 00005 00000 00000 00000 00000 00000 00000 00000 00004 00020 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00002 00000 00000 00000 00000 00000 00000 00000 00000 00000 14049 13833 05504 00043 00004 
00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00202 00067 00105 00000 00000 00078 00065 00213 00005 00238 00103 00000 00212 00222 00331 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00331 00552 00049 00115 00013 00000 00087 00325 00067 00171 00277 00291 00317 00143 00000 00000 00000 00000 00041 00093 00000 00237 00000 00000 00000 00000 00088 00183 00366 00277 00000 00000 00051 00000 00053 00136 00000 00000 00017 00000 00000 
00000 00000 00000 00031 00000 00048 00022 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00001 00000 00000 00000 00000 01196 01119 01698 01642 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00047 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00002 00001 00000 00000 00000 
00003 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00004 00000 00000 00000 00000 00000 01981 00274 07356 00000 00000 08327 00000 00198 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00003 00003 00000 00001 00000 00000 00000 00000 00000 00000 00002 00039 00000 00002 00063 00002 00000 00000 00000 00000 00000 00000 00000 00084 00006 00000 00000 00082 00000 00000 00000 00004 00000 00000 00003 00000 00000 00000 00000 00000 00000 00001 
00279 00044 00000 00033 00000 00000 00000 00123 00000 00469 00000 00009 00000 00000 00000 00000 00010 00000 00037 00390 00000 00101 00000 00000 00000 00000 00115 00000 00213 00000 00000 00000 00000 00000 00000 00370 00166 00000 00000 00000 00004 00472 00000 00000 00000 00025 00147 00000 00001 00000 00000 00000 00000 00000 00000 00038 00050 00006 00000 00000 00159 00000 00323 00126 00080 00000 00000 00000 00016 00000 00000 00000 00000 00000 00000 00000 00357 00014 00086 00000 00000 00000 00975 00926 00400 00657 00348 
00001 00000 00000 00000 00000 00000 00000 00000 00000 04251 00000 00000 00000 00007 00000 00001 00000 00000 00000 00001 00000 00007 00000 00000 00006 00001 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00003 00006 00004 00002 00000 00000 00000 00000 00000 00000 00000 00000 00000 00003 00000 00000 00000 00000 00002 00000 00003 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 
00221 00000 00000 00028 00000 00000 00000 00000 00000 00141 00000 00000 00000 00006 00000 00000 00053 00000 00000 00000 00000 00065 00000 00000 00000 00000 00006 00000 00146 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00089 00000 00031 00000 00001 00000 00000 00000 00000 00000 00000 00001 00014 00000 00028 00000 00000 00000 00000 00319 00217 00525 00404 00000 00000 00000 00000 00282 00225 00000 00005 00278 00004 00000 00001 00109 00020 00000 00001 00000 00000 00000 00000 00000 00170 00000 
